NeighbourhoodCode,Year,Month,PropertyCrimesTotal,PropertyCrimesRelPop,PropertyCrimesRelCity,ViolentCrimesTotal,ViolentCrimesRelPop,ViolentCrimesRelCity,BurglariesTotal,BurglariesRelPop,BurglariesRelCity
Buitengebied Prinsenbeek,2013,7,1.0,1.213,0.5806,0.0,0.0,0.0,2.0,0.6065,2.6316
Buitengebied Prinsenbeek,2013,8,6.0,0.3032,0.1451,0.0,0.0,0.0,1.0,0.3032,1.3158
Buitengebied Prinsenbeek,2013,9,1.0,1.213,0.5806,0.0,0.0,0.0,1.0,0.3032,1.3158
Buitengebied Prinsenbeek,2013,10,0.0,31.8406,15.2395,0.0,3.0324,21.2766,4.0,1.213,5.2632
Buitengebied Prinsenbeek,2013,11,1.0,3.9422,1.8868,0.0,0.3032,2.1277,6.0,1.8195,7.8947
Buitengebied Prinsenbeek,2013,12,3.0,0.6065,0.2903,0.0,0.3032,2.1277,0.0,0.0,0.0
Buitengebied Prinsenbeek,2014,1,4.0,0.9097,0.4354,0.0,0.3032,2.1277,0.0,0.0,0.0
Buitengebied Prinsenbeek,2014,2,0.0,1.5162,0.7257,0.0,0.3032,2.1277,0.0,0.0,0.0
Buitengebied Prinsenbeek,2014,3,1.0,2.4259,1.1611,0.0,0.3032,2.1277,0.0,0.0,0.0
Buitengebied Prinsenbeek,2014,4,1.0,2.4259,1.1611,0.0,0.3032,2.1277,1.0,0.3032,1.3158
Buitengebied Prinsenbeek,2014,5,5.0,3.0324,1.4514,1.0,0.0,0.0,1.0,0.3032,1.3158
Buitengebied Prinsenbeek,2014,6,1.0,5.4584,2.6125,0.0,0.3032,2.1277,1.0,0.3032,1.3158
Buitengebied Prinsenbeek,2014,7,3.0,1.213,0.5806,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2014,8,0.0,0.3032,0.1451,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2014,9,3.0,1.5162,0.7257,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2014,10,4.0,4.2454,2.0319,0.0,0.6065,4.2553,0.0,0.0,0.0
Buitengebied Prinsenbeek,2014,11,2.0,3.3357,1.5965,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2014,12,3.0,1.5162,0.7257,0.0,0.3032,2.1277,0.0,0.0,0.0
Buitengebied Prinsenbeek,2015,1,2.0,6.3681,3.0479,0.0,0.6065,4.2553,4.0,1.213,5.2632
Buitengebied Prinsenbeek,2015,2,0.0,1.213,0.5806,0.0,0.0,0.0,1.0,0.3032,1.3158
Buitengebied Prinsenbeek,2015,3,2.0,2.1227,1.016,0.0,0.9097,6.383,2.0,0.6065,2.6316
Buitengebied Prinsenbeek,2015,4,2.0,4.2454,2.0319,0.0,0.0,0.0,3.0,0.9097,3.9474
Buitengebied Prinsenbeek,2015,5,1.0,1.5162,0.7257,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2015,6,1.0,6.3681,3.0479,0.0,0.0,0.0,5.0,1.5162,6.5789
Buitengebied Prinsenbeek,2015,7,1.0,2.1227,1.016,0.0,0.0,0.0,1.0,0.3032,1.3158
Buitengebied Prinsenbeek,2015,8,0.0,1.5162,0.7257,0.0,0.0,0.0,1.0,0.3032,1.3158
Buitengebied Prinsenbeek,2015,9,3.0,0.6065,0.2903,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2015,10,2.0,2.4259,1.1611,0.0,0.6065,4.2553,2.0,0.6065,2.6316
Buitengebied Prinsenbeek,2015,11,1.0,0.9097,0.4354,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2015,12,1.0,3.6389,1.7417,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2016,1,1.0,0.9097,0.4354,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2016,2,0.0,6.3681,3.0479,0.0,0.3032,2.1277,3.0,0.9097,3.9474
Buitengebied Prinsenbeek,2016,3,1.0,7.2778,3.4833,0.0,0.0,0.0,4.0,1.213,5.2632
Buitengebied Prinsenbeek,2016,4,10.0,2.1227,1.016,0.0,0.0,0.0,1.0,0.3032,1.3158
Buitengebied Prinsenbeek,2016,5,1.0,5.1551,2.4673,0.0,0.0,0.0,5.0,1.5162,6.5789
Buitengebied Prinsenbeek,2016,6,2.0,4.8519,2.3222,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2016,7,2.0,7.2778,3.4833,0.0,0.0,0.0,2.0,0.6065,2.6316
Buitengebied Prinsenbeek,2016,8,1.0,2.1227,1.016,0.0,0.0,0.0,1.0,0.3032,1.3158
Buitengebied Prinsenbeek,2016,9,1.0,3.6389,1.7417,0.0,0.0,0.0,1.0,0.3032,1.3158
Buitengebied Prinsenbeek,2016,10,3.0,9.7038,4.6444,0.0,1.5162,10.6383,0.0,0.0,0.0
Buitengebied Prinsenbeek,2016,11,0.0,5.7616,2.7576,0.0,0.0,0.0,2.0,0.6065,2.6316
Buitengebied Prinsenbeek,2016,12,1.0,3.3357,1.5965,0.0,0.6065,4.2553,2.0,0.6065,2.6316
Buitengebied Prinsenbeek,2017,1,0.0,0.3032,0.1451,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2017,2,3.0,1.213,0.5806,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2017,3,0.0,1.8195,0.8708,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2017,4,0.0,1.213,0.5806,0.0,0.6065,4.2553,1.0,0.3032,1.3158
Buitengebied Prinsenbeek,2017,5,2.0,3.0324,1.4514,0.0,0.6065,4.2553,2.0,0.6065,2.6316
Buitengebied Prinsenbeek,2017,6,2.0,6.9746,3.3382,1.0,0.0,0.0,3.0,0.9097,3.9474
Buitengebied Prinsenbeek,2017,7,1.0,2.4259,1.227,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2017,8,0.0,2.7292,1.3804,0.0,0.0,0.0,3.0,0.9097,4.2254
Buitengebied Prinsenbeek,2017,9,0.0,3.6389,1.8405,0.0,0.0,0.0,2.0,0.6065,2.8169
Buitengebied Prinsenbeek,2017,10,0.0,1.5162,0.7669,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2017,11,0.0,6.3681,3.2209,1.0,0.0,0.0,1.0,0.3032,1.4085
Buitengebied Prinsenbeek,2017,12,4.0,10.007,5.0613,0.0,0.3032,2.0408,2.0,0.6065,2.8169
Buitengebied Prinsenbeek,2018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2018,2,0.0,0.3032,0.1534,0.0,0.0,0.0,1.0,0.3032,1.4085
Buitengebied Prinsenbeek,2018,3,1.0,0.3032,0.1534,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2018,4,2.0,1.213,0.6135,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2018,5,0.0,34.2665,17.3313,0.0,2.1227,14.2857,6.0,1.8195,8.4507
Buitengebied Prinsenbeek,2018,6,0.0,3.9422,1.9939,0.0,0.3032,2.0408,3.0,0.9097,4.2254
Buitengebied Prinsenbeek,2018,7,2.0,0.9097,0.4601,0.0,0.3032,2.0408,2.0,0.6065,2.8169
Buitengebied Prinsenbeek,2018,8,0.0,2.4259,1.227,1.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2018,9,0.0,1.8195,0.9202,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2018,10,2.0,4.8519,2.454,0.0,0.0,0.0,2.0,0.6065,2.8169
Buitengebied Prinsenbeek,2018,11,0.0,1.8195,0.9202,0.0,0.0,0.0,1.0,0.3032,1.4085
Buitengebied Prinsenbeek,2018,12,0.0,1.5162,0.7669,0.0,0.3032,2.0408,0.0,0.0,0.0
Buitengebied Prinsenbeek,2019,1,1.0,3.3357,1.6871,0.0,0.0,0.0,2.0,0.6065,2.8169
Buitengebied Prinsenbeek,2019,2,1.0,2.1227,1.0736,0.0,0.3032,2.0408,0.0,0.0,0.0
Buitengebied Prinsenbeek,2019,3,2.0,1.213,0.6135,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2019,4,0.0,5.1551,2.6074,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2019,5,2.0,4.5487,2.3006,0.0,0.3032,2.0408,0.0,0.0,0.0
Buitengebied Prinsenbeek,2019,6,0.0,2.7292,1.3804,0.0,0.3032,2.0408,2.0,0.6065,2.8169
Buitengebied Prinsenbeek,2019,7,0.0,2.4259,1.227,0.0,0.6065,4.0816,0.0,0.0,0.0
Buitengebied Prinsenbeek,2019,8,2.0,5.1551,2.6074,0.0,1.8195,12.2449,1.0,0.3032,1.4085
Buitengebied Prinsenbeek,2019,9,1.0,1.213,0.6135,0.0,0.0,0.0,1.0,0.3032,1.4085
Buitengebied Prinsenbeek,2019,10,1.0,0.9097,0.4601,0.0,1.213,8.1633,0.0,0.0,0.0
Buitengebied Prinsenbeek,2019,11,0.0,1.8195,0.9202,0.0,0.6065,4.0816,0.0,0.0,0.0
Buitengebied Prinsenbeek,2019,12,0.0,0.0,0.0,0.0,0.3032,2.0408,0.0,0.0,0.0
Buitengebied Prinsenbeek,2020,1,0.0,5.4584,2.7607,0.0,0.3032,2.0408,5.0,1.5162,7.0423
Buitengebied Prinsenbeek,2020,2,1.0,0.9097,0.4601,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2020,3,2.0,2.1227,1.0736,0.0,0.3032,2.0408,1.0,0.3032,1.4085
Buitengebied Prinsenbeek,2020,4,2.0,1.5162,0.7669,0.0,0.0,0.0,1.0,0.3032,1.4085
Buitengebied Prinsenbeek,2020,5,2.0,2.1227,1.0736,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2020,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2020,7,2.0,2.1227,1.0736,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2020,8,0.0,0.6065,0.3067,0.0,0.0,0.0,1.0,0.3032,1.4085
Buitengebied Prinsenbeek,2020,9,0.0,6.6714,3.3742,0.0,1.213,8.1633,1.0,0.3032,1.4085
Buitengebied Prinsenbeek,2020,10,2.0,4.8519,2.454,0.0,0.0,0.0,2.0,0.6065,2.8169
Buitengebied Prinsenbeek,2020,11,1.0,4.2454,2.1472,0.0,0.0,0.0,1.0,0.3032,1.4085
Buitengebied Prinsenbeek,2020,12,3.0,7.5811,3.8344,0.0,0.6065,4.0816,6.0,1.8195,8.4507
Buitengebied Prinsenbeek,2021,1,0.0,4.2454,2.1472,0.0,0.3032,2.0408,1.0,0.3032,1.4085
Buitengebied Prinsenbeek,2021,2,0.0,6.0649,3.0675,0.0,0.6065,4.0816,3.0,0.9097,4.2254
Buitengebied Prinsenbeek,2021,3,0.0,2.4259,1.227,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2021,4,1.0,3.0324,1.5337,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2021,5,2.0,11.5233,5.8282,0.0,1.5162,10.2041,10.0,3.0324,14.0845
Buitengebied Prinsenbeek,2021,6,0.0,7.5811,3.8344,0.0,0.3032,2.0408,2.0,0.6065,2.8169
Buitengebied Prinsenbeek,2021,7,1.0,3.6389,1.8405,0.0,0.3032,2.0408,3.0,0.9097,4.2254
Buitengebied Prinsenbeek,2021,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2021,9,2.0,0.6065,0.3067,1.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2021,10,0.0,1.5162,0.7669,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2021,11,0.0,1.213,0.6135,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2021,12,1.0,2.1227,1.0736,0.0,0.3032,2.0408,1.0,0.3032,1.4085
Buitengebied Prinsenbeek,2022,1,0.0,4.8519,2.454,0.0,0.3032,2.0408,4.0,1.213,5.6338
Buitengebied Prinsenbeek,2022,2,0.0,7.5811,3.5112,0.0,1.213,8.3333,2.0,0.6065,3.3898
Buitengebied Prinsenbeek,2022,3,2.0,2.7292,1.264,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2022,4,0.0,4.8519,2.2472,0.0,0.3032,2.0833,1.0,0.3032,1.6949
Buitengebied Prinsenbeek,2022,5,0.0,3.3357,1.5449,0.0,0.0,0.0,1.0,0.3032,1.6949
Buitengebied Prinsenbeek,2022,6,0.0,9.4006,4.3539,0.0,0.3032,2.0833,5.0,1.5162,8.4746
Buitengebied Prinsenbeek,2022,7,2.0,6.3681,2.9494,0.0,0.9097,6.25,2.0,0.6065,3.3898
Buitengebied Prinsenbeek,2022,8,0.0,0.6065,0.2809,0.0,0.3032,2.0833,1.0,0.3032,1.6949
Buitengebied Prinsenbeek,2022,9,0.0,1.8195,0.8427,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2022,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2022,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Prinsenbeek,2022,12,0.0,36.9957,17.1348,0.0,1.5162,10.4167,3.0,0.9097,5.0847
Buitengebied Teteringen,2012,1,0.0,3.3357,1.5449,0.0,0.9097,6.25,4.0,1.213,6.7797
Buitengebied Teteringen,2012,2,4.0,0.6065,0.2809,0.0,0.0,0.0,1.0,0.3032,1.6949
Buitengebied Teteringen,2012,3,0.0,1.8195,0.8427,0.0,0.6065,4.1667,1.0,0.3032,1.6949
Buitengebied Teteringen,2012,4,0.0,1.213,0.5618,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2012,5,2.0,4.2454,1.9663,0.0,0.3032,2.0833,0.0,0.0,0.0
Buitengebied Teteringen,2012,6,0.0,1.5162,0.7022,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2012,7,2.0,2.1227,0.9831,0.0,0.0,0.0,1.0,0.3032,1.6949
Buitengebied Teteringen,2012,8,0.0,6.9746,3.2303,0.0,0.0,0.0,1.0,0.3032,1.6949
Buitengebied Teteringen,2012,9,2.0,1.5162,0.7022,1.0,0.3032,2.0833,0.0,0.0,0.0
Buitengebied Teteringen,2012,10,4.0,0.9097,0.4213,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2012,11,1.0,1.5162,0.7022,0.0,0.3032,2.0833,0.0,0.0,0.0
Buitengebied Teteringen,2012,12,2.0,3.0324,1.4045,0.0,0.3032,2.0833,0.0,0.0,0.0
Buitengebied Teteringen,2013,1,0.0,4.2454,1.9663,1.0,0.6065,4.1667,1.0,0.3032,1.6949
Buitengebied Teteringen,2013,2,0.0,1.5162,0.7022,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2013,3,6.0,7.2778,3.3708,0.0,0.3032,2.0833,5.0,1.5162,8.4746
Buitengebied Teteringen,2013,4,5.0,0.3032,0.1404,1.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2013,5,2.0,3.9422,1.8258,0.0,0.9097,6.25,1.0,0.3032,1.6949
Buitengebied Teteringen,2013,6,1.0,1.8195,0.8427,0.0,0.0,0.0,2.0,0.6065,3.3898
Buitengebied Teteringen,2013,7,1.0,0.3032,0.1404,0.0,0.0,0.0,1.0,0.3032,1.6949
Buitengebied Teteringen,2013,8,0.0,6.3681,2.9494,0.0,0.3032,2.0833,5.0,1.5162,8.4746
Buitengebied Teteringen,2013,9,0.0,0.3032,0.1404,0.0,0.3032,2.0833,1.0,0.3032,1.6949
Buitengebied Teteringen,2013,10,0.0,0.6065,0.2809,0.0,0.0,0.0,1.0,0.3032,1.6949
Buitengebied Teteringen,2013,11,0.0,0.3032,0.1404,0.0,0.0,0.0,1.0,0.3032,1.6949
Buitengebied Teteringen,2013,12,0.0,3.0324,1.4045,0.0,1.213,8.3333,0.0,0.0,0.0
Buitengebied Teteringen,2014,1,0.0,2.1227,0.9831,0.0,0.3032,2.0833,0.0,0.0,0.0
Buitengebied Teteringen,2014,2,0.0,1.213,0.5618,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2014,3,1.0,1.5162,0.7022,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2014,4,0.0,6.3681,2.9494,0.0,0.0,0.0,4.0,1.213,6.7797
Buitengebied Teteringen,2014,5,0.0,7.5811,3.5112,0.0,0.0,0.0,4.0,1.213,6.7797
Buitengebied Teteringen,2014,6,0.0,5.7616,2.6685,0.0,0.0,0.0,2.0,0.6065,3.3898
Buitengebied Teteringen,2014,7,1.0,6.9746,3.2303,0.0,0.0,0.0,2.0,0.6065,3.3898
Buitengebied Teteringen,2014,8,2.0,4.8519,2.2472,0.0,0.0,0.0,1.0,0.3032,1.6949
Buitengebied Teteringen,2014,9,1.0,10.9168,5.0562,0.0,0.6065,4.1667,1.0,0.3032,1.6949
Buitengebied Teteringen,2014,10,2.0,2.4259,1.1236,0.0,0.3032,2.0833,2.0,0.6065,3.3898
Buitengebied Teteringen,2014,11,2.0,3.0324,1.4045,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2014,12,2.0,9.7038,4.4944,0.0,1.8195,12.5,1.0,0.3032,1.6949
Buitengebied Teteringen,2015,1,0.0,3.3357,1.5449,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2015,2,0.0,3.6389,1.6854,0.0,0.3032,2.0833,1.0,0.3032,1.6949
Buitengebied Teteringen,2015,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2015,4,0.0,0.3032,0.1404,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2015,5,1.0,4.8519,2.2472,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2015,6,2.0,0.6065,0.2809,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2015,7,0.0,3.0324,1.4045,0.0,0.3032,2.0833,0.0,0.0,0.0
Buitengebied Teteringen,2015,8,2.0,5.1551,2.3876,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2015,9,4.0,7.5811,3.4106,0.0,0.3032,1.6949,2.0,0.6065,3.2787
Buitengebied Teteringen,2015,10,1.0,1.5162,0.6821,0.0,0.3032,1.6949,0.0,0.0,0.0
Buitengebied Teteringen,2015,11,0.0,6.6714,3.0014,0.0,1.5162,8.4746,2.0,0.6065,3.2787
Buitengebied Teteringen,2015,12,2.0,2.7292,1.2278,0.0,0.3032,1.6949,0.0,0.0,0.0
Buitengebied Teteringen,2016,1,2.0,11.5233,5.1842,0.0,0.3032,1.6949,10.0,3.0324,16.3934
Buitengebied Teteringen,2016,2,0.0,11.8265,5.3206,0.0,0.6065,3.3898,1.0,0.3032,1.6393
Buitengebied Teteringen,2016,3,1.0,0.6065,0.2729,0.0,0.0,0.0,2.0,0.6065,3.2787
Buitengebied Teteringen,2016,4,0.0,0.3032,0.1364,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2016,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2016,6,1.0,0.3032,0.1364,0.0,0.0,0.0,1.0,0.3032,1.6393
Buitengebied Teteringen,2016,7,0.0,31.5373,14.1883,0.0,0.9097,5.0847,3.0,0.9097,4.918
Buitengebied Teteringen,2016,8,0.0,5.7616,2.5921,0.0,2.7292,15.2542,5.0,1.5162,8.1967
Buitengebied Teteringen,2016,9,1.0,1.5162,0.6821,0.0,0.0,0.0,1.0,0.3032,1.6393
Buitengebied Teteringen,2016,10,0.0,2.4259,1.0914,0.0,0.0,0.0,2.0,0.6065,3.2787
Buitengebied Teteringen,2016,11,1.0,3.9422,1.7735,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2016,12,1.0,2.7292,1.2278,0.0,0.3032,1.6949,0.0,0.0,0.0
Buitengebied Teteringen,2017,1,0.0,1.5162,0.6821,1.0,0.3032,1.6949,0.0,0.0,0.0
Buitengebied Teteringen,2017,2,0.0,1.213,0.5457,0.0,0.0,0.0,1.0,0.3032,1.6393
Buitengebied Teteringen,2017,3,0.0,5.4584,2.4557,0.0,0.0,0.0,4.0,1.213,6.5574
Buitengebied Teteringen,2017,4,0.0,2.1227,0.955,0.0,0.3032,1.6949,0.0,0.0,0.0
Buitengebied Teteringen,2017,5,0.0,0.3032,0.1364,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2017,6,0.0,1.5162,0.6821,0.0,0.3032,1.6949,0.0,0.0,0.0
Buitengebied Teteringen,2017,7,2.0,5.4584,2.4557,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2017,8,0.0,3.0324,1.3643,0.0,0.3032,1.6949,0.0,0.0,0.0
Buitengebied Teteringen,2017,9,0.0,2.7292,1.2278,0.0,0.6065,3.3898,0.0,0.0,0.0
Buitengebied Teteringen,2017,10,3.0,4.5487,2.0464,0.0,0.9097,5.0847,2.0,0.6065,3.2787
Buitengebied Teteringen,2017,11,0.0,0.3032,0.1364,1.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2017,12,0.0,2.1227,0.955,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2018,1,0.0,1.5162,0.6821,0.0,0.3032,1.6949,0.0,0.0,0.0
Buitengebied Teteringen,2018,2,0.0,0.3032,0.1364,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2018,3,0.0,6.3681,2.8649,0.0,0.3032,1.6949,5.0,1.5162,8.1967
Buitengebied Teteringen,2018,4,1.0,1.5162,0.6821,0.0,0.0,0.0,2.0,0.6065,3.2787
Buitengebied Teteringen,2018,5,0.0,1.213,0.5457,1.0,0.6065,3.3898,0.0,0.0,0.0
Buitengebied Teteringen,2018,6,1.0,0.9097,0.4093,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2018,7,1.0,2.4259,1.0914,0.0,0.0,0.0,1.0,0.3032,1.6393
Buitengebied Teteringen,2018,8,1.0,1.8195,0.8186,1.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2018,9,2.0,3.9422,1.7735,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2018,10,1.0,2.4259,1.0914,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2018,11,1.0,5.7616,2.5921,0.0,0.6065,3.3898,2.0,0.6065,3.2787
Buitengebied Teteringen,2018,12,1.0,8.1876,3.6835,0.0,0.0,0.0,1.0,0.3032,1.6393
Buitengebied Teteringen,2019,1,0.0,4.2454,1.91,0.0,0.0,0.0,1.0,0.3032,1.6393
Buitengebied Teteringen,2019,2,0.0,4.5487,2.0464,0.0,0.6065,3.3898,0.0,0.0,0.0
Buitengebied Teteringen,2019,3,0.0,6.6714,3.0014,0.0,0.9097,5.0847,1.0,0.3032,1.6393
Buitengebied Teteringen,2019,4,1.0,10.007,4.502,0.0,0.9097,5.0847,4.0,1.213,6.5574
Buitengebied Teteringen,2019,5,1.0,1.8195,0.8186,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2019,6,0.0,1.8195,0.8186,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2019,7,0.0,11.5233,5.1842,0.0,1.5162,8.4746,3.0,0.9097,4.918
Buitengebied Teteringen,2019,8,0.0,6.9746,3.1378,0.0,0.0,0.0,2.0,0.6065,3.2787
Buitengebied Teteringen,2019,9,0.0,3.3357,1.5007,0.0,0.6065,3.3898,0.0,0.0,0.0
Buitengebied Teteringen,2019,10,0.0,0.3032,0.1364,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2019,11,0.0,0.3032,0.1364,0.0,0.3032,1.6949,0.0,0.0,0.0
Buitengebied Teteringen,2019,12,0.0,2.1227,0.955,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2020,1,0.0,1.8195,0.8186,1.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2020,2,1.0,4.5487,2.0464,0.0,0.6065,3.3898,3.0,0.9097,4.918
Buitengebied Teteringen,2020,3,0.0,4.5487,2.0464,0.0,0.6065,3.3898,0.0,0.0,0.0
Buitengebied Teteringen,2020,4,0.0,11.8265,5.2349,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2020,5,0.0,2.7292,1.2081,0.0,0.3032,1.5873,2.0,0.6065,4.0816
Buitengebied Teteringen,2020,6,0.0,6.3681,2.8188,0.0,0.0,0.0,1.0,0.3032,2.0408
Buitengebied Teteringen,2020,7,0.0,1.8195,0.8054,0.0,0.6065,3.1746,0.0,0.0,0.0
Buitengebied Teteringen,2020,8,0.0,10.6135,4.698,0.0,0.0,0.0,5.0,1.5162,10.2041
Buitengebied Teteringen,2020,9,0.0,6.0649,2.6846,0.0,0.9097,4.7619,1.0,0.3032,2.0408
Buitengebied Teteringen,2020,10,0.0,0.6065,0.2685,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2020,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2020,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2021,1,1.0,0.3032,0.1342,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2021,2,0.0,29.1114,12.8859,0.0,2.7292,14.2857,4.0,1.213,8.1633
Buitengebied Teteringen,2021,3,1.0,5.4584,2.4161,0.0,0.6065,3.1746,2.0,0.6065,4.0816
Buitengebied Teteringen,2021,4,1.0,0.3032,0.1342,0.0,0.0,0.0,1.0,0.3032,2.0408
Buitengebied Teteringen,2021,5,0.0,1.8195,0.8054,0.0,0.0,0.0,1.0,0.3032,2.0408
Buitengebied Teteringen,2021,6,0.0,3.6389,1.6107,0.0,0.6065,3.1746,0.0,0.0,0.0
Buitengebied Teteringen,2021,7,1.0,1.8195,0.8054,0.0,0.3032,1.5873,0.0,0.0,0.0
Buitengebied Teteringen,2021,8,0.0,2.1227,0.9396,0.0,0.0,0.0,1.0,0.3032,2.0408
Buitengebied Teteringen,2021,9,0.0,2.4259,1.0738,0.0,0.3032,1.5873,1.0,0.3032,2.0408
Buitengebied Teteringen,2021,10,0.0,4.8519,2.1477,0.0,0.3032,1.5873,2.0,0.6065,4.0816
Buitengebied Teteringen,2021,11,0.0,2.1227,0.9396,0.0,0.3032,1.5873,0.0,0.0,0.0
Buitengebied Teteringen,2021,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2022,1,1.0,3.3357,1.4765,0.0,0.0,0.0,1.0,0.3032,2.0408
Buitengebied Teteringen,2022,2,0.0,4.5487,2.0134,0.0,0.0,0.0,1.0,0.3032,2.0408
Buitengebied Teteringen,2022,3,0.0,3.6389,1.6107,0.0,0.0,0.0,1.0,0.3032,2.0408
Buitengebied Teteringen,2022,4,0.0,2.7292,1.2081,0.0,0.0,0.0,0.0,0.0,0.0
Buitengebied Teteringen,2022,5,0.0,9.4006,4.1611,0.0,0.6065,3.1746,4.0,1.213,8.1633
